idx,raw_ref,best_doi,best_title,best_container_title,best_year,best_volume,best_page,best_article_number,score,decision
44,"[44] A. I. Abdulagatov and S. M. George, Chem. Mater. 30, 8465 (2018).",10.1021/acs.chemmater.8b02745,"Thermal Atomic Layer Etching of Silicon Using O<sub>2</sub>, HF, and Al(CH<sub>3</sub>)<sub>3</sub> as the Reactants",Chemistry of Materials,2018.0,30.0,8465-8475,,100.0,accepted
45,"[45] E. Mohimi, X. I. Chu, B. B. Trinh, S. Babar, G. S. Girolami, and J. R. Abelson, ECS J. Solid State Sci. Technol. 7, P491 (2018).",10.1149/2.0211809jss,,,,,,,,accepted
46,"[46] M. Konh, C. He, X. Lin, X. Guo, V. Pallem, R. L. Opila, A. V. Teplyakov, Z. Wang, and B. Yuan, J. Vac. Sci. Technol. A 37, 021004 (2019).",10.3390/sci1020046,Origin of the 16S Ribosomal Molecule from Ancestor tRNAs,Sci,2019.0,1.0,46,,55.0,accepted
47,"[47] P. C. Lemaire and G. N. Parsons, Chem. Mater. 29, 6653 (2017).",10.1021/acs.chemmater.7b00985,Thermal Selective Vapor Etching of TiO<sub>2</sub>: Chemical Vapor Etching via WF<sub>6</sub> and Self-Limiting Atomic Layer Etching Using WF<sub>6</sub> and BCl<sub>3</sub>,Chemistry of Materials,2017.0,29.0,6653-6665,,100.0,accepted
48,"[48] J. W. Clancey, A. S. Cavanagh, J. E. T. Smith, S. Sharma, and S. M. George, J. Phys. Chem. C 124, 287 (2020).",10.1021/acs.jpcc.9b06104,,,,,,,,accepted
49,"[49] N. Miyoshi, H. Kobayashi, K. Shinoda, M. Kurihara, T. Watanabe, Y. Kouzuma, K. Yokogawa, S. Sakai, and M. Izawa, Jpn. J. Appl. Phys. 56, 06HB01 (2017).",,,,,,,,,no_match
50,"[50] R. D. Robinson, B. Sadtler, D. O. Demchenko, C. K. Erdonmez, L.-W. Wang, and A. P. Alivisatos, Science 317, 355 (2007).",10.1126/science.1142593,Spontaneous Superlattice Formation in Nanorods Through Partial Cation Exchange,Science,2007.0,317.0,355-358,,100.0,accepted
51,"[51] H. Li, M. Zanella, A. Genovese, M. Povia, A. Falqui, C. Giannini, and L. Manna, Nano Lett. 11, 4964 (2011).",,,,,,,,,no_match
52,"[52] J. A. Murdzek and S. M. George, J. Vac. Sci. Technol. A 38, 022608 (2020).",10.1116/1.5135317,,,,,,,,accepted
53,"[53] A. Fischer, A. Routzahn, and T. Lill, in 66th AVS Symposium, Columbus, OH, October 2019 (AVS, New York, 2019).",10.5771/9783845299495-383,Die Europäische Union und Russland,Jahrbuch der Europäischen Integration 2019,2019.0,,383-388,,25.0,low_confidence
54,"[54] A. Fischer, R. Janek, J. Boniface, T. Lill, K. J. Kanarik, Y. Pan, V. Vahedi, and R. A. Gottscho, Proc. SPIE 10149, 101490H (2017).",,,,,,,,,no_match
55,"[55] J. W. DuMont and S. M. George, J. Chem. Phys. 146, 052819 (2017).",10.1063/1.4973310,Competition between Al2O3 atomic layer etching and AlF3 atomic layer deposition using sequential exposures of trimethylaluminum and hydrogen fluoride,The Journal of Chemical Physics,2017.0,146.0,,52819.0,100.0,accepted
56,"[56] S. M. George and Y. Lee, ACS Nano 10, 4889 (2016).",10.1021/acsnano.6b02991,"Prospects for Thermal Atomic Layer Etching Using Sequential, Self-Limiting Fluorination and Ligand-Exchange Reactions",ACS Nano,2016.0,10.0,4889-4894,,100.0,accepted
57,"[57] J. C. Gertsch, A. M. Cano, V. M. Bright, and S. M. George, Chem. Mater. 31, 3624 (2019).",10.1021/acs.chemmater.8b05294,,,,,,,,accepted
58,"[58] J. Hennessy, C. S. Moore, K. Balasubramanian, A. D. Jewell, K. France, and S. Nikzad, J. Vac. Sci. Technol. A 35, 041512 (2017).",10.1116/1.4986945,,,,,,,,accepted
59,"[59] Y. Lee, C. Huffman, and S. M. George, Chem. Mater. 28, 7657 (2016).",10.1021/acs.chemmater.6b02543,,,,,,,,accepted
60,"[60] Y. Lee, J. W. DuMont, and S. M. George, Chem. Mater. 28, 2994 (2016).",10.1021/acs.chemmater.6b00111,,,,,,,,accepted
61,"[61] Y. Lee and S. M. George, J. Phys. Chem. C 123, 18455 (2019).",10.1021/acs.jpcc.9b04767,"Thermal Atomic Layer Etching of Al<sub>2</sub>O<sub>3</sub>, HfO<sub>2</sub>, and ZrO<sub>2</sub> Using Sequential Hydrogen Fluoride and Dimethylaluminum Chloride Exposures",The Journal of Physical Chemistry C,2019.0,123.0,18455-18466,,100.0,accepted
62,"[62] R. Rahman, E. C. Mattson, J. P. Klesko, A. Dangerfield, S. Rivillon-Amy, D. C. Smith, D. Hausmann, and Y. J. Chabal, ACS Appl. Mater. Interfaces 10, 31784 (2018).",10.1021/acsami.8b10899,,,,,,,,accepted
63,"[63] D. R. Zywotko, J. Faguet, and S. M. George, J. Vac. Sci. Technol. A 36, 061508 (2018).",10.5040/9781350907720,George,George,2018.0,,,,55.0,accepted
64,"[64] S. K. Natarajan and S. D. Elliott, Chem. Mater. 30, 5912 (2018).",10.1021/acs.chemmater.8b01930,Modeling the Chemical Mechanism of the Thermal Atomic Layer Etch of Aluminum Oxide: A Density Functional Theory Study of Reactions during HF Exposure,Chemistry of Materials,2018.0,30.0,5912-5922,,95.0,accepted
65,"[65] N. R. Johnson, H. Sun, K. Sharma, and S. M. George, J. Vac. Sci. Technol. A 34, 050603 (2016).",10.1116/1.4959779,,,,,,,,accepted
66,"[66] J. Zhao, M. Konh, and A. Teplyakov, Appl. Surf. Sci. 455, 438 (2018).",10.3390/sci1010001,Sci—An Open Access Journal with Post-Publication Peer Review,Sci,2018.0,1.0,1-Jan,,55.0,accepted
67,"[67] X. Lin, M. Chen, A. Janotti, and R. Opila, J. Vac. Sci. Technol. A 36, 051401 (2018).",10.3390/sci1010001,Sci—An Open Access Journal with Post-Publication Peer Review,Sci,2018.0,1.0,1-Jan,,55.0,accepted
68,"[68] Y. Lee, N. R. Johnson, and S. M. George, Chem. Mater. 32, 5937 (2020).",10.1021/acs.chemmater.0c00131,,,,,,,,accepted
69,"[69] N. R. Johnson, J. K. Hite, M. A. Mastro, Charles R. Eddy, and S. M. George, Appl. Phys. Lett. 114, 243103 (2019).",10.1063/1.5095938,,,,,,,,accepted
70,"[70] Y. Lee and S. M. George, J. Vac. Sci. Technol. A 36, 061504 (2018).",10.1116/1.5045130,,,,,,,,accepted
71,"[71] J. Murdzek and S. M. George, in 2019 International Symposium on VLSI, TSA, Hsinchu, Taiwan, 22–25 April 2019 (IEEE, New York, 2019), p. 18970301.",10.1109/VLSI-TSA.2019.8804645,"Thermal Atomic Layer Etching of Amorphous and Crystalline Hafnium Oxide, Zirconium Oxide, and Hafnium Zirconium Oxide","2019 International Symposium on VLSI Technology, Systems and Application (VLSI-TSA)",2019.0,,2-Jan,,30.0,accepted
72,"[72] Y. Lu, J. Lee, J. Murdzek, A. Gertsch, A. Vardi, L. Kong, S. George, and J. del Alamo, in International Electron Devices Meeting, San Francisco, 1–5 December 2018 (IEDM, Montgomery Village, 2018), p. 895.",,,,,,,,,no_match
73,"[73] W. Lu, Y. Lee, J. C. Gertsch, J. A. Murdzek, A. S. Cavanagh, L. Kong, J. A. del Alamo, and S. M. George, Nano Lett. 19, 5159 (2019).",10.1021/acs.nanolett.9b01525,,,,,,,,accepted
74,"[74] A. Routzahn, A. Fischer, and T. Lill, U.S. patent pending (2020).",,,,,,,,,no_match
75,"[75] A. H. Basher, M. Krstić, K. Fink, T. Ito, K. Karahashi, W. Wenzel, and S. Hamaguchi, J. Vac. Sci. Technol. A 38, 052602 (2020).",10.3390/sci2040075,A Hybrid Approach: Dynamic Diagnostic Rules for Sensor Systems in Industry 4.0 Generated by Online Hyperparameter Tuned Random Forest,Sci,2020.0,2.0,75,,55.0,accepted
76,"[76] S. Imai, T. Haga, O. Matsuzaki, T. Hattori, and M. Matsumura, Jpn. J. Appl. Phys. 34, 5049 (1995).",10.1143/JJAP.34.5049,,,,,,,,accepted
77,"[77] A. I. Abdulagatov and S. M. George, J. Vac. Sci. Technol. A 38, 022607 (2020).",10.1116/1.5140481,,,,,,,,accepted
78,"[78] K. Shinoda, N. Miyoshi, H. Kobayashi, M. Izawa, K. Ishikawa, and M. Hori, J. Phys. D: Appl. Phys. 52, 475106 (2019).",10.1088/1361-6463/ab3cf3,,,,,,,,accepted
79,"[79] W. Xie, P. C. Lemaire, and G. N. Parsons, ACS Appl. Mater. Interfaces 10, 9147 (2018).",10.1021/acsami.7b19024,,,,,,,,accepted
80,"[80] W. Xie and G. N. Parsons, J. Vac. Sci. Technol. A 38, 022605 (2020).",10.1116/1.5134430,,,,,,,,accepted
81,"[81] S. K. Song, H. Saare, and G. N. Parsons, Chem. Mater. 31, 4793 (2019).",10.1016/j.chempr.2019.03.017,Reaction: A New Option for Producing Amino Acids from Renewable Biomass?,Chem,2019.0,5.0,742-743,,60.0,accepted
82,"[82] Z. Wang and R. L. Opila, J. Vac. Sci. Technol. A 38, 022611 (2020).",,,,,,,,,no_match
